entity1,entity2,relation
老罗伯特·麦格,小罗伯特·麦格,儿子
老罗伯特·麦格,米勒娃,太岳母
老罗伯特·麦格,米勒娃·麦格,女儿
老罗伯特·麦格,罗斯先生,岳父
老罗伯特·麦格,罗斯夫人,岳母
老罗伯特·麦格,马尔科姆·麦格,儿子
老罗伯特·麦格,麦格先生,父亲
老罗伯特·麦格,麦格夫人,母亲
老罗伯特·麦格的母亲,伊泽贝尔·罗斯,儿媳
老罗伯特·麦格的母亲,小罗伯特·麦格,孙子
老罗伯特·麦格的母亲,米勒娃·麦格,孙女
老罗伯特·麦格的母亲,老罗伯特·麦格,儿子
老罗伯特·麦格的母亲,马尔科姆·麦格,孙子
老罗伯特·麦格的母亲,麦格先生,丈夫
老罗伯特·麦格的父亲,伊泽贝尔·罗斯,儿媳
老罗伯特·麦格的父亲,小罗伯特·麦格,孙子
老罗伯特·麦格的父亲,米勒娃·麦格,孙女
老罗伯特·麦格的父亲,老罗伯特·麦格,儿子
老罗伯特·麦格的父亲,马尔科姆·麦格,孙子
老罗伯特·麦格的父亲,麦格夫人,妻子
考迈克·奥布莱恩,美国魔法国会,从属
肯尼思·托勒,霍格沃茨魔法学校,从属
胖修士,天主教堂,从属
胖修士,霍格沃茨魔法学校,从属
芒戈·麦克达夫,美国魔法国会,从属
芙蓉·德拉库尔,乔治·韦斯莱,弟弟
芙蓉·德拉库尔,亚瑟·韦斯莱,公公
芙蓉·德拉库尔,凤凰社,从属
芙蓉·德拉库尔,加布丽·德拉库尔,妹妹
芙蓉·德拉库尔,卢修斯·马尔福,同门
芙蓉·德拉库尔,古灵阁巫师银行,从属
芙蓉·德拉库尔,哈利·波特,从属
芙蓉·德拉库尔,哈利·波特,妹夫
芙蓉·德拉库尔,塞德里克·迪戈里,同门
芙蓉·德拉库尔,多米尼克·韦斯莱,女儿
芙蓉·德拉库尔,奥黛丽·韦斯莱,嫂子
芙蓉·德拉库尔,安吉利娜·约翰逊,嫂子
芙蓉·德拉库尔,布斯巴顿魔法学院,从属
芙蓉·德拉库尔,弗雷德·韦斯莱,弟弟
芙蓉·德拉库尔,弗雷德·韦斯莱二世,外甥
芙蓉·德拉库尔,德拉库尔先生,父亲
芙蓉·德拉库尔,德拉库尔家族,从属
芙蓉·德拉库尔,查理·韦斯莱,弟弟
芙蓉·德拉库尔,比尔·韦斯莱,丈夫
芙蓉·德拉库尔,珀西·韦斯莱,弟弟
芙蓉·德拉库尔,纳威·隆巴顿,同门
芙蓉·德拉库尔,维克托娃·韦斯莱,女儿
芙蓉·德拉库尔,罗丝·韦斯莱,外甥女
芙蓉·德拉库尔,罗克珊·韦斯莱,外甥女
芙蓉·德拉库尔,罗恩·韦斯莱,弟弟
芙蓉·德拉库尔,莉莉·卢娜·波特,侄女
芙蓉·德拉库尔,莫丽·韦斯莱,婆婆
芙蓉·德拉库尔,莫丽·韦斯莱二世,外甥女
芙蓉·德拉库尔,詹姆·小天狼星·波特,侄子
芙蓉·德拉库尔,赫敏·格兰杰,弟媳
芙蓉·德拉库尔,路易·韦斯莱,儿子
芙蓉·德拉库尔,金妮·韦斯莱,小姑
芙蓉·德拉库尔,阿不思·西弗勒斯·波特,侄子
芙蓉·德拉库尔,阿波琳·德拉库尔,母亲
芙蓉·德拉库尔,雨果·韦斯莱,外甥
芙蓉·德拉库尔,露西·韦斯莱,外甥女
芙蓉·德拉库尔,韦斯莱家族,亲家
芙蓉·德拉库尔,韦斯莱家族,从属
芬里尔·格雷伯克,伏地魔,从属
芬里尔·格雷伯克,搜捕队员,从属
芬里尔·格雷伯克,狼人军队,从属
芬里尔·格雷伯克,食死徒(非正式成员),从属
苏珊·博恩斯,博恩斯先生,祖父
苏珊·博恩斯,博恩斯夫人,婶婶
苏珊·博恩斯,博恩斯夫人,祖母
苏珊·博恩斯,博恩斯家庭,从属
苏珊·博恩斯,埃德加·博恩斯,叔叔
苏珊·博恩斯,埃德加·博恩斯的孩子,堂兄弟
苏珊·博恩斯,芙蓉·德拉库尔,同门
苏珊·博恩斯,赫奇帕奇,从属
苏珊·博恩斯,邓布利多军,从属
苏珊·博恩斯,阿米莉亚·博恩斯,姑姑
苏珊·博恩斯,霍格沃茨魔法学校,从属
莉莉·伊万斯,伊万斯先生,父亲
莉莉·伊万斯,伊万斯夫人,母亲
莉莉·伊万斯,伊万斯家庭,从属
莉莉·伊万斯,佩妮·德思礼,原姓伊万斯
莉莉·伊万斯,凤凰社,从属
莉莉·伊万斯,哈利·波特,儿子
莉莉·伊万斯,尤菲米娅·波特,婆婆
莉莉·伊万斯,弗农·德思礼,姐夫
莉莉·伊万斯,弗利蒙·波特,公公
莉莉·伊万斯,格兰芬多,从属
莉莉·伊万斯,波特家族,亲家
莉莉·伊万斯,波特家族,从属
莉莉·伊万斯,莉莉·卢娜·波特,孙女
莉莉·伊万斯,詹姆·小天狼星·波特,孙子
莉莉·伊万斯,詹姆·波特,丈夫
莉莉·伊万斯,达力·德思礼,外甥
莉莉·伊万斯,金妮·韦斯莱,儿媳
莉莉·伊万斯,阿不思·西弗勒斯·波特,孙子
莉莉·伊万斯,霍格沃茨魔法学校,从属
莉莉·伊万斯,鼻涕虫俱乐部,从属
莉莎·杜平,拉文克劳,从属
莉莎·杜平,霍格沃茨魔法学校,从属
莎莉安·波克斯,波克斯家庭,从属
莎莉安·波克斯,霍格沃茨魔法学校,从属
莫恩,莫恩家族,从属
莫恩,霍格沃茨魔法学校,从属
莫迪丝蒂·巴瑞波恩的兄弟姐妹,莫迪丝蒂·巴瑞波恩,姐姐
莫迪丝蒂·巴瑞波恩的母亲,莫迪丝蒂·巴瑞波恩,女儿
莫迪丝蒂·巴瑞波恩的父亲,莫迪丝蒂·巴瑞波恩,女儿
莱姆斯·卢平,凤凰社,从属
莱姆斯·卢平,劫盗者,从属
莱姆斯·卢平,卢娜·洛夫古德,师生
莱姆斯·卢平,卢平家族,从属
莱姆斯·卢平,唐克斯家庭,从属
莱姆斯·卢平,安多米达·唐克斯,岳母
莱姆斯·卢平,尼法朵拉·唐克斯,妻子
莱姆斯·卢平,德拉科·马尔福,师生
莱姆斯·卢平,波特家族,从属
莱姆斯·卢平,泰德·唐克斯,岳父
莱姆斯·卢平,泰迪·卢平,儿子
莱姆斯·卢平,秋·张,师生
莱姆斯·卢平,莱尔·卢平,父亲
莱姆斯·卢平,詹姆·波特,同门
莱姆斯·卢平,赫敏·格兰杰,师生
莱姆斯·卢平,阿拉斯托·穆迪,合作
莱姆斯·卢平,霍普·卢平,母亲
莱姆斯·卢平,霍格沃茨魔法学校,从属
菲尼亚斯·奈杰勒斯·布莱克,乌尔苏拉·弗林特,妻子
菲尼亚斯·奈杰勒斯·布莱克,卡莉朵拉·布莱克,孙女
菲尼亚斯·奈杰勒斯·布莱克,卡西欧佩娅·布莱克,孙女
菲尼亚斯·奈杰勒斯·布莱克,埃拉朵拉·布莱克,妹妹
菲尼亚斯·奈杰勒斯·布莱克,塞德瑞拉·布莱克,孙女
菲尼亚斯·奈杰勒斯·布莱克,多瑞娅·布莱克,孙女
菲尼亚斯·奈杰勒斯·布莱克,天狼星·布莱克一世,哥哥
菲尼亚斯·奈杰勒斯·布莱克,天狼星·布莱克二世,儿子
菲尼亚斯·奈杰勒斯·布莱克,布莱克家族,从属
菲尼亚斯·奈杰勒斯·布莱克,帕勒克斯·布莱克,孙子
菲尼亚斯·奈杰勒斯·布莱克,查莉丝·布莱克,孙女
菲尼亚斯·奈杰勒斯·布莱克,海斯帕·甘普,儿媳
菲尼亚斯·奈杰勒斯·布莱克,约拉·布莱克,妹妹
菲尼亚斯·奈杰勒斯·布莱克,维奥莱塔·伯斯德,儿媳
菲尼亚斯·奈杰勒斯·布莱克,莱克里丝·布莱克,孙女
菲尼亚斯·奈杰勒斯·布莱克,莱桑德拉·亚克斯利,儿媳
菲尼亚斯·奈杰勒斯·布莱克,菲尼亚斯·布莱克,儿子
菲尼亚斯·奈杰勒斯·布莱克,西格纳斯·布莱克二世,儿子
菲尼亚斯·奈杰勒斯·布莱克,贝尔维娜·布莱克,女儿
菲尼亚斯·奈杰勒斯·布莱克,赫伯特·博克,女婿
菲尼亚斯·奈杰勒斯·布莱克,阿克图勒斯·布莱克三世,孙子
菲尼亚斯·奈杰勒斯·布莱克,阿克图勒斯·布莱克二世,儿子
菲尼亚斯·奈杰勒斯·布莱克,雷古勒斯·布莱克一世,孙子
菲尼亚斯·奈杰勒斯·布莱克,霍格沃茨魔法学校,从属
菲尼亚斯·奈杰勒斯·布莱克,马里厄斯·布莱克,孙子
菲尼亚斯·奈杰勒斯·布莱克,鲍勃·希钦斯,妹夫
萨拉查·斯莱特林,斯莱特林,从属
萨拉查·斯莱特林,斯莱特林家族,从属
萨拉查·斯莱特林,霍格沃茨魔法学校,从属
葛姆蕾·冈特,伊索特·塞耶,外甥女
葛姆蕾·冈特,冈特家族,从属
葛姆蕾·冈特,卡德摩斯·佩弗利尔,祖先
葛姆蕾·冈特,威廉·塞耶,妹夫
葛姆蕾·冈特,斯莱特林家族,从属
葛姆蕾·冈特,萨拉查·斯莱特林,祖先
葛姆蕾·冈特,雷欧娜·塞耶,妹妹
蒙太,斯莱特林学院,从属
蒙太,斯莱特林魁地奇球队,从属
蒙太,蒙太家庭,从属
蒙太,调查行动组,从属
蒙太,霍格沃茨魔法学校,从属
西尔瓦努斯·凯特尔伯恩,凯特尔伯恩先生,父亲
西尔瓦努斯·凯特尔伯恩,凯特尔伯恩夫人,母亲
西尔瓦努斯·凯特尔伯恩,凯特尔伯恩家庭,从属
西尔瓦努斯·凯特尔伯恩,赫奇帕奇学院,从属
西尔瓦努斯·凯特尔伯恩,霍格沃茨魔法学校,从属
西弗勒斯·斯内普,凤凰社,从属
西弗勒斯·斯内普,哈利·波特,师生
西弗勒斯·斯内普,德拉科·马尔福,师生
西弗勒斯·斯内普,托比亚·斯内普,父亲
西弗勒斯·斯内普,斯内普家庭,从属
西弗勒斯·斯内普,斯莱特林,从属
西弗勒斯·斯内普,普林斯家庭,从属
西弗勒斯·斯内普,珀西·韦斯莱,师生
西弗勒斯·斯内普,米勒娃·麦格,合作
西弗勒斯·斯内普,纳威·隆巴顿,师生
西弗勒斯·斯内普,罗恩·韦斯莱,师生
西弗勒斯·斯内普,艾琳·普林斯,母亲
西弗勒斯·斯内普,莉莉·伊万斯,从属
西弗勒斯·斯内普,莱姆斯·卢平,同门
西弗勒斯·斯内普,詹姆·波特,同门
西弗勒斯·斯内普,赫敏·格兰杰,师生
西弗勒斯·斯内普,阿不思·邓布利多,从属
西弗勒斯·斯内普,阿拉斯托·穆迪,合作
西弗勒斯·斯内普,霍格沃茨校长,职业
西弗勒斯·斯内普,霍格沃茨魔法学校,从属
西弗勒斯·斯内普,霍格沃茨魔药课教师,职业
西弗勒斯·斯内普,霍格沃茨黑魔法防御术教授,职业
西弗勒斯·斯内普,食死徒,从属
西弗勒斯·斯内普,鲁弗斯·斯克林杰,合作
西格纳斯·布莱克三世,伊尔玛·克拉布,母亲
西格纳斯·布莱克三世,卢修斯·马尔福,女婿
西格纳斯·布莱克三世,奥赖恩·布莱克,表哥
西格纳斯·布莱克三世,安多米达·唐克斯,女儿
西格纳斯·布莱克三世,小天狼星·布莱克,外甥
西格纳斯·布莱克三世,尼法朵拉·唐克斯,外孙女
西格纳斯·布莱克三世,布莱克家族,从属
西格纳斯·布莱克三世,帕勒克斯·布莱克,父亲
西格纳斯·布莱克三世,德拉科·马尔福,外孙
西格纳斯·布莱克三世,德鲁埃拉·罗齐尔,妻子
西格纳斯·布莱克三世,沃尔布加·布莱克,姐姐
西格纳斯·布莱克三世,泰德·唐克斯,女婿
西格纳斯·布莱克三世,纳西莎·马尔福,女儿
西格纳斯·布莱克三世,维奥莱塔·伯斯德,祖母
西格纳斯·布莱克三世,罗道夫斯·莱斯特兰奇,女婿
西格纳斯·布莱克三世,西格纳斯·布莱克,祖父
西格纳斯·布莱克三世,贝拉特里克斯·莱斯特兰奇,女儿
西格纳斯·布莱克三世,阿尔法德·布莱克,哥哥
西格纳斯·布莱克三世,雷古勒斯·布莱克,外甥
西格纳斯·布莱克三世,霍格沃茨魔法学校,从属
西比尔·特里劳尼,凤凰社,从属
西比尔·特里劳尼,卡桑德拉·特里劳尼,高祖母
西比尔·特里劳尼,希格尔博特姆,前夫
西比尔·特里劳尼,拉文克劳学院,从属
西比尔·特里劳尼,特里劳尼先生,父亲
西比尔·特里劳尼,特里劳尼夫人,母亲
西比尔·特里劳尼,特里劳尼家族,从属
西比尔·特里劳尼,邓布利多军,从属
西比尔·特里劳尼,阿不思·邓布利多,合作
西比尔·特里劳尼,霍格沃茨魔法学校,从属
西比尔·特里劳尼,鼻涕虫俱乐部,从属
西莫·斐尼甘,哈利·波特,同门
西莫·斐尼甘,斐尼甘先生,父亲
西莫·斐尼甘,斐尼甘夫人,母亲
西莫·斐尼甘,斐尼甘家庭,从属
西莫·斐尼甘,爱尔兰,从属
西莫·斐尼甘,罗恩·韦斯莱,同门
西莫·斐尼甘,菲戈,母系表哥
西莫·斐尼甘,西弗勒斯·斯内普,学生
西莫·斐尼甘,邓布利多军,从属
西莫·斐尼甘,霍格沃茨魔法学校,从属
西莫·斐尼甘的父亲,斐尼甘夫人,妻子
西莫·斐尼甘的父亲,菲戈,侄子
西莫·斐尼甘的父亲,西莫·斐尼甘,儿子
詹姆·小天狼星·波特,亚瑟·韦斯莱,外公
詹姆·小天狼星·波特,伊格诺图斯·佩弗利尔,父系祖先
詹姆·小天狼星·波特,佩弗利尔家族,从属
詹姆·小天狼星·波特,哈利·波特,父亲
詹姆·小天狼星·波特,普威特家族,从属
詹姆·小天狼星·波特,波特家族,从属
詹姆·小天狼星·波特,罗丝·韦斯莱,表妹
詹姆·小天狼星·波特,罗恩·韦斯莱,舅舅
詹姆·小天狼星·波特,莉莉·卢娜·波特,妹妹
詹姆·小天狼星·波特,莉莉·波特,奶奶
詹姆·小天狼星·波特,莫莉·韦斯莱,外婆
詹姆·小天狼星·波特,詹姆·波特一世,爷爷
詹姆·小天狼星·波特,赫敏·韦斯莱,舅母
詹姆·小天狼星·波特,金妮·韦斯莱,母亲
詹姆·小天狼星·波特,阿不思·西弗勒斯·波特,弟弟
詹姆·小天狼星·波特,雨果·韦斯莱,表弟
詹姆·小天狼星·波特,霍格沃茨魔法学校,从属
詹姆·小天狼星·波特,韦斯莱家族,从属
詹姆·斯图尔特,伊尔弗莫尼魔法学校校长及创办者,职业
詹姆·斯图尔特,伊索特·塞耶,妻子
詹姆·斯图尔特,查威克·布特,养子
詹姆·斯图尔特,玛莎·斯图尔特,母亲
詹姆·斯图尔特,玛莎·斯图尔特二世,女儿
詹姆·斯图尔特,石匠,职业
詹姆·斯图尔特,雷欧娜·斯图尔特,女儿
詹姆·斯图尔特,韦伯·布特,养子
詹姆·波特,亨利·波特,祖父
詹姆·波特,伊万斯先生,岳父
詹姆·波特,伊万斯夫人,岳母
詹姆·波特,伊万斯家庭,从属
詹姆·波特,伊格诺图斯·佩弗利尔,父系祖先
詹姆·波特,佩妮·德思礼,大姨
詹姆·波特,凤凰社,从属
詹姆·波特,劫盗者,从属
詹姆·波特,哈利·波特,儿子
詹姆·波特,哈德温·波特,父系祖先
詹姆·波特,尤菲米娅·波特,母亲
詹姆·波特,弗农·德思礼,襟兄
詹姆·波特,弗利蒙·波特,父亲
詹姆·波特,斯廷奇库姆的林弗雷德,父系祖先
詹姆·波特,格兰芬多,从属
詹姆·波特,格兰芬多魁地奇球队,从属
詹姆·波特,波特家族,从属
詹姆·波特,罗尔斯顿·波特,父系祖先
詹姆·波特,艾欧兰斯·佩弗利尔,父系祖先
詹姆·波特,莉莉·伊万斯,妻子
詹姆·波特,莉莉·卢娜·波特,孙女
詹姆·波特,詹姆·小天狼星·波特,孙子
詹姆·波特,达力·德思礼,姨甥
詹姆·波特,金妮·韦斯莱,儿媳
詹姆·波特,阿不思·西弗勒斯·波特,孙子
詹姆·波特,霍格沃茨魔法学校,从属
诺比·利奇,英国魔法部,从属
贝希尔德·罗氏,美国魔法国会,从属
贝拉特里克斯·莱斯特兰奇,伊尔玛·克拉布,祖母
贝拉特里克斯·莱斯特兰奇,伏地魔,从属
贝拉特里克斯·莱斯特兰奇,卢修斯·马尔福,妹夫
贝拉特里克斯·莱斯特兰奇,安多米达·唐克斯,妹妹
贝拉特里克斯·莱斯特兰奇,小天狼星·布莱克,表弟
贝拉特里克斯·莱斯特兰奇,尼法朵拉·唐克斯,外甥女
贝拉特里克斯·莱斯特兰奇,布莱克家族,从属
贝拉特里克斯·莱斯特兰奇,布莱克家族,母氏家族
贝拉特里克斯·莱斯特兰奇,帕勒克斯·布莱克,祖父
贝拉特里克斯·莱斯特兰奇,德拉科·马尔福,外甥
贝拉特里克斯·莱斯特兰奇,德鲁埃拉·罗齐尔,母亲
贝拉特里克斯·莱斯特兰奇,拉巴斯坦·莱斯特兰奇,小叔
贝拉特里克斯·莱斯特兰奇,斯莱特林,从属
贝拉特里克斯·莱斯特兰奇,泰德·唐克斯,妹夫
贝拉特里克斯·莱斯特兰奇,纳西莎·马尔福,妹妹
贝拉特里克斯·莱斯特兰奇,罗道夫斯·莱斯特兰奇,丈夫
贝拉特里克斯·莱斯特兰奇,罗齐尔家族,从属
贝拉特里克斯·莱斯特兰奇,罗齐尔家族,母氏家族
贝拉特里克斯·莱斯特兰奇,莱斯特兰奇家族,亲家
贝拉特里克斯·莱斯特兰奇,莱斯特兰奇家族,从属
贝拉特里克斯·莱斯特兰奇,西格纳斯·布莱克三世,父亲
贝拉特里克斯·莱斯特兰奇,雷古勒斯·布莱克,表弟
贝拉特里克斯·莱斯特兰奇,霍格沃茨魔法学校,从属
贝拉特里克斯·莱斯特兰奇,食死徒,从属
费比安·普威特,亚瑟·韦斯莱,妹夫
费比安·普威特,伊格内修斯·普威特,叔叔
费比安·普威特,凤凰社,从属
费比安·普威特,卢克丽霞·布莱克,阿姨
费比安·普威特,吉迪翁·普威特,哥哥
费比安·普威特,普威特先生,父亲
费比安·普威特,普威特夫人,母亲
费比安·普威特,普威特家族,从属
费比安·普威特,比利尔斯,可能是兄弟
费比安·普威特,穆丽尔,姨妈
费比安·普威特,莫丽·韦斯莱,妹妹
赫尔加·赫奇帕奇,赫奇帕奇,从属
赫尔加·赫奇帕奇,赫奇帕奇家族,从属
赫尔加·赫奇帕奇,赫普兹巴·史密斯,后裔
赫尔加·赫奇帕奇,霍格沃茨创办者,职业
赫尔加·赫奇帕奇,霍格沃茨教授,职业
赫尔加·赫奇帕奇,霍格沃茨魔法学校,从属
赫尔穆特·魏斯,美国魔法国会,从属
赫敏·格兰杰,S.P.E.W.,从属
赫敏·格兰杰,乔治·韦斯莱,哥哥
赫敏·格兰杰,亚瑟·韦斯莱,公公
赫敏·格兰杰,凤凰社,从属
赫敏·格兰杰,哈利·波特,从属
赫敏·格兰杰,哈利·波特,妹夫
赫敏·格兰杰,塞德里克·迪戈里,同门
赫敏·格兰杰,多米尼克·韦斯莱,外甥女
赫敏·格兰杰,奥黛丽·韦斯莱,嫂子
赫敏·格兰杰,安吉利娜·约翰逊,嫂子
赫敏·格兰杰,家养小精灵权益促进会,从属
赫敏·格兰杰,弗雷德·韦斯莱,哥哥
赫敏·格兰杰,弗雷德·韦斯莱,外甥
赫敏·格兰杰,德拉科·马尔福,同门
赫敏·格兰杰,查理·韦斯莱,哥哥
赫敏·格兰杰,格兰杰先生,父亲
赫敏·格兰杰,格兰杰夫人,母亲
赫敏·格兰杰,格兰杰家庭,从属
赫敏·格兰杰,比尔·韦斯莱,哥哥
赫敏·格兰杰,珀西·韦斯莱,哥哥
赫敏·格兰杰,秋·张,同门
赫敏·格兰杰,纳威·隆巴顿,同门
赫敏·格兰杰,维克托娃·韦斯莱,外甥女
赫敏·格兰杰,罗丝·韦斯莱,女儿
赫敏·格兰杰,罗克珊·韦斯莱,外甥女
赫敏·格兰杰,罗恩·韦斯莱,丈夫
赫敏·格兰杰,芙蓉·德拉库尔,嫂子
赫敏·格兰杰,莉莉·波特,侄女
赫敏·格兰杰,莫丽·韦斯莱,外甥女
赫敏·格兰杰,莫丽·韦斯莱,婆婆
赫敏·格兰杰,詹姆·小天狼星·波特,侄子
赫敏·格兰杰,赫托克·达格沃斯-格兰杰,可能为远亲
赫敏·格兰杰,路易·韦斯莱,外甥
赫敏·格兰杰,邓布利多军,从属
赫敏·格兰杰,金妮·韦斯莱,小姑
赫敏·格兰杰,阿不思·波特,侄子
赫敏·格兰杰,阿不思·邓布利多,学生
赫敏·格兰杰,雨果·韦斯莱,儿子
赫敏·格兰杰,霍格沃茨,从属
赫敏·格兰杰,露西·韦斯莱,外甥女
赫敏·格兰杰,韦斯莱家族,从属
赫敏·格兰杰,魔法法律执行司,从属
赫敏·格兰杰,魔法法律执行司副司长,职业
赫敏·格兰杰,魔法生物管理控制司,从属
赫敏·格兰杰,魔法生物管理控制司,职业
赫敏·格兰杰,魔法部,从属
赫敏·格兰杰,鲁伯·海格,学生
赫敏·格兰杰,鼻涕虫俱乐部,从属
赫斯菲斯托斯·戈尔,傲罗,职业
赫斯菲斯托斯·戈尔,傲罗办公室,从属
赫斯菲斯托斯·戈尔,英国魔法部,从属
赫斯菲斯托斯·戈尔,英国魔法部部长,职业
路威,霍格沃茨魔法学校,从属
路威,鲁伯·海格,从属
达力·德思礼,他的同伙,从属
达力·德思礼,伊万斯先生,外祖父
达力·德思礼,伊万斯夫人,外祖母
达力·德思礼,佩妮·德思礼,母亲
达力·德思礼,哈利·波特,表弟
达力·德思礼,弗农·德思礼,父亲
达力·德思礼,德思礼先生,祖父
达力·德思礼,德思礼夫人,妻子
达力·德思礼,德思礼夫人,祖母
达力·德思礼,德思礼家庭,从属
达力·德思礼,斯梅廷中学,从属
达力·德思礼,玛姬·德思礼,姑妈
达力·德思礼,莉莉·卢娜·波特,表外甥女
达力·德思礼,莉莉·波特,姨妈
达力·德思礼,詹姆·小天狼星·波特,表外甥
达力·德思礼,詹姆·波特,姨父
达力·德思礼,达力·德思礼的孩子,孩子
达力·德思礼,金妮·波特,表弟媳
达力·德思礼,阿不思·西弗勒斯·波特,表外甥
达芙妮·格林格拉斯,德拉科·马尔福,妹夫
达芙妮·格林格拉斯,斯科皮·马尔福,侄子
达芙妮·格林格拉斯,斯莱特林,从属
达芙妮·格林格拉斯,格林格拉斯家族,从属
达芙妮·格林格拉斯,阿斯托里亚·格林格拉斯,妹妹
达芙妮·格林格拉斯,霍格沃茨魔法学校,从属
金妮·韦斯莱,《预言家日报》,从属
金妮·韦斯莱,《预言家日报》魁地奇资深记者,职业
金妮·韦斯莱,乔治·韦斯莱,哥哥
金妮·韦斯莱,亚瑟·韦斯莱,父亲
金妮·韦斯莱,凤凰社,从属
金妮·韦斯莱,吉迪翁·普威特,舅舅
金妮·韦斯莱,哈利·波特,丈夫
金妮·韦斯莱,塞德瑞拉·布莱克,祖母
金妮·韦斯莱,塞普蒂默斯·韦斯莱,祖父
金妮·韦斯莱,多米尼克·韦斯莱,侄女
金妮·韦斯莱,奥黛丽·韦斯莱,嫂子
金妮·韦斯莱,安吉利娜·约翰逊,嫂子
金妮·韦斯莱,弗雷德·韦斯莱,哥哥
金妮·韦斯莱,弗雷德·韦斯莱二世,侄子
金妮·韦斯莱,德拉科·马尔福,同门
金妮·韦斯莱,普威特先生,外祖父
金妮·韦斯莱,普威特夫人,外祖母
金妮·韦斯莱,普威特家庭,从属
金妮·韦斯莱,查理·韦斯莱,哥哥
金妮·韦斯莱,格兰芬多,从属
金妮·韦斯莱,格兰芬多魁地奇球队,从属
金妮·韦斯莱,比利尔斯,叔叔
金妮·韦斯莱,比尔·韦斯莱,哥哥
金妮·韦斯莱,波特家族,从属
金妮·韦斯莱,珀西·韦斯莱,哥哥
金妮·韦斯莱,秋·张,同门
金妮·韦斯莱,纳威·隆巴顿,同门
金妮·韦斯莱,维克托娃·韦斯莱,侄女
金妮·韦斯莱,罗丝·韦斯莱,侄女
金妮·韦斯莱,罗克珊·韦斯莱,侄女
金妮·韦斯莱,罗恩·韦斯莱,哥哥
金妮·韦斯莱,芙蓉·德拉库尔,嫂子
金妮·韦斯莱,莉莉·卢娜·波特,女儿
金妮·韦斯莱,莉莉·波特,婆婆
金妮·韦斯莱,莫丽·韦斯莱,母亲
金妮·韦斯莱,莫丽·韦斯莱二世,侄女
金妮·韦斯莱,莱姆斯·卢平,学生
金妮·韦斯莱,西弗勒斯·斯内普,学生
金妮·韦斯莱,詹姆·小天狼星·波特,儿子
金妮·韦斯莱,詹姆·波特,公公
金妮·韦斯莱,费比安·普威特,舅舅
金妮·韦斯莱,赫敏·格兰杰,嫂子
金妮·韦斯莱,路易·韦斯莱,侄子
金妮·韦斯莱,邓布利多军,从属
金妮·韦斯莱,阿不思·西弗勒斯·波特,儿子
金妮·韦斯莱,阿不思·邓布利多,学生
金妮·韦斯莱,雨果·韦斯莱,侄子
金妮·韦斯莱,霍利黑德哈比队,从属
金妮·韦斯莱,霍利黑德哈比队魁地奇球员,职业
金妮·韦斯莱,霍格沃茨魔法学校,从属
金妮·韦斯莱,露西·韦斯莱,侄女
金妮·韦斯莱,韦斯莱家族,从属
金妮·韦斯莱,鼻涕虫俱乐部,从属
阿不思·邓布利多,凤凰社,从属
阿不思·邓布利多,变形学系,从属
阿不思·邓布利多,变形学系系主任,职业
阿不思·邓布利多,哈利·波特,师生
阿不思·邓布利多,国际巫师联合会,从属
阿不思·邓布利多,坎德拉·邓布利多,母亲
阿不思·邓布利多,塞德里克·迪戈里,师生
阿不思·邓布利多,威森加摩,从属
阿不思·邓布利多,康奈利·福吉,合作
阿不思·邓布利多,弗雷德·韦斯莱,师生
阿不思·邓布利多,德拉科·马尔福,师生
阿不思·邓布利多,提贝卢斯·奥格登,合作
阿不思·邓布利多,梅林爵士团,从属
阿不思·邓布利多,珀西·韦斯莱,师生
阿不思·邓布利多,珀西瓦尔·邓布利多,父亲
阿不思·邓布利多,秋·张,师生
阿不思·邓布利多,米勒娃·麦格,合作
阿不思·邓布利多,纳威·隆巴顿,师生
阿不思·邓布利多,罗恩·韦斯莱,师生
阿不思·邓布利多,老魔杖,从属
阿不思·邓布利多,芙蓉·德拉库尔,师生
阿不思·邓布利多,英国魔法部,从属
阿不思·邓布利多,莱姆斯·卢平,合作
阿不思·邓布利多,西弗勒斯·斯内普,合作
阿不思·邓布利多,赫敏·格兰杰,师生
阿不思·邓布利多,邓布利多军,从属
阿不思·邓布利多,邓布利多家族,从属
阿不思·邓布利多,阿不福思·邓布利多,弟弟
阿不思·邓布利多,阿利安娜·邓布利多,妹妹
阿不思·邓布利多,霍格沃茨校长,职业
阿不思·邓布利多,霍格沃茨魔法学校,从属
阿不思·邓布利多,霍格沃茨黑魔法防御术教授,职业
阿不思·邓布利多,霍诺利亚,姑妈
阿不思·邓布利多,魔法法律委员会,从属
阿不思·邓布利多,鲁伯·海格,合作
阿不思·邓布利多,鲁弗斯·斯克林杰,合作
阿不福思·邓布利多,凤凰社,从属
阿不福思·邓布利多,坎德拉·邓布利多,母亲
阿不福思·邓布利多,猪头酒吧,从属
阿不福思·邓布利多,珀西瓦尔·邓布利多,父亲
阿不福思·邓布利多,邓布利多家族,从属
阿不福思·邓布利多,阿不思·邓布利多,哥哥
阿不福思·邓布利多,阿利安娜·邓布利多,妹妹
阿不福思·邓布利多,霍格沃茨魔法学校,从属
阿不福思·邓布利多,霍诺利亚,姑妈
阿切尔·埃弗蒙德,英国魔法部,从属
阿尔法德·布莱克,伊尔玛·克拉布,母亲
阿尔法德·布莱克,奥赖恩·布莱克,姐夫
阿尔法德·布莱克,安多米达·唐克斯,侄女
阿尔法德·布莱克,小天狼星·布莱克,外甥
